V1,V2,V2A,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V74B,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125_00,V125_01,V125_02,V125_03,V125_04,V125_05,V125_06,V125_07,V125_08,V125_09,V125_10,V125_11,V125_12,V125_13,V125_14,V125_15,V125_16,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V203A,V204,V205,V206,V207,V207A,V208,V209,V210,V211,V212,V213,V214,V251,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V226,V227,V228,V229,V230,V231,V232,V233,V234,V235,V236,V237,V238,V239,V240,V241,V242,V243,V244,V245,V246,V247,V248,V249,V250,V252,V253,V254,V255,V256,V257,V258,V260,V261,V262,V263,V264,V265,Y001,Y002,Y003,V44_ES,V248_CS,V253_CS,V256B,V256C,SACSECVAL,SECVALWGT
6,840,840,272,3,3,1,4,3,2,2,1,1,1,1,1,2,2,2,2,2,1,2,7,2,2,0,2,0,1,0,1,0,0,0,0,1,2,2,2,2,2,1,2,2,2,1,2,1,2,3,3,3,3,3,9,2,6,0,4,1,2,3,1,1,4,1,3,2,2,2,5,4,5,3,-99,2,3,4,5,4,1,2,2,2,4,3,3,3,3,3,-99,-99,-99,-99,-99,5,5,5,5,5,5,6,2,3,2,3,3,3,2,1,3,3,3,2,2,2,3,2,2,2,3,3,3,3,3,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,3,4,4,4,1,3,1,10,2,1,10,1,1,10,10,9,1,3,62,3,3,1,1,1,1,2,8,3,3,3,3,9,5,2,4,2,1,3,7,2,3,3,3,3,3,4,4,4,4,4,1,1,5,5,5,4,4,4,4,4,4,1,4,4,4,4,-99,-99,-99,-99,-99,5,1,1,1,1,1,5,-99,5,5,5,5,-99,1,1,1,1,3,3,2,-99,1,4,4,1,1,5,5,5,5,3,3,3,2,4,-99,8,8,9,2,1,-99,3,3,3,1,1947,64,2,2,1,1,128,9,40,2,-99,-99,840002,-99,840005,128,0.63,1,20110610,2011,8406,8402011,-99,0,1,0,-99,840114,-99,840074,-99,0.2029761905,1
6,840,840,273,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,8,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,1,2,1,2,1,3,1,2,3,3,3,4,3,7,7,2,0,6,1,3,3,2,1,4,1,3,1,1,1,4,2,5,2,-99,3,6,2,1,3,3,1,2,2,2,1,3,3,3,3,3,-99,-99,-99,-99,6,8,3,6,3,7,7,1,2,1,3,3,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,4,2,3,1,6,4,10,7,6,7,5,10,8,8,8,2,2,53,5,3,1,1,1,2,1,8,3,2,4,2,7,10,5,9,3,2,4,8,2,1,4,3,3,2,3,4,3,4,4,1,1,5,5,5,3,4,2,3,2,3,1,4,4,4,4,9,8,7,6,5,8,1,1,1,1,1,6,-99,7,8,6,1,-99,1,1,1,1,3,1,1,-99,2,1,3,1,1,1,2,1,1,3,2,1,840002,2,-99,5,7,7,2,2,1,2,3,7,2,1955,56,2,2,1,1,128,9,30,2,-99,-99,840002,-99,840002,128,1.35,1,20110610,2011,8406,8402011,-99,2,2,-99,-99,840111,-99,840021,-99,0.1851190476,1
6,840,840,274,1,2,2,2,1,1,2,2,2,1,1,2,2,1,1,1,2,2,2,7,2,2,0,0,0,0,0,2,0,0,0,2,1,2,2,1,1,2,2,2,1,3,1,1,1,2,3,2,3,3,3,9,3,1,3,3,1,2,1,3,1,4,2,3,1,1,3,2,2,2,2,-99,2,3,2,3,3,1,2,2,2,2,2,2,2,2,2,-99,-99,-99,-99,-99,6,2,2,2,6,6,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,3,2,2,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,3,2,2,3,1,8,3,3,7,6,7,7,8,7,8,4,3,1,53,2,1,1,1,1,2,2,10,1,3,3,2,8,10,4,9,3,3,4,7,2,3,3,3,3,3,2,2,2,2,2,1,1,5,5,5,2,2,1,1,2,3,2,3,1,2,1,9,9,7,6,1,7,4,7,3,6,3,2,-99,4,6,4,1,-99,1,5,2,2,2,-99,2,-99,2,4,3,1,2,1,1,1,1,3,1,1,840002,7,-99,5,5,6,1,2,2,2,4,4,2,1964,47,2,2,1,1,128,7,50,2,-99,-99,840003,-99,840005,128,1.83,1,20110610,2011,8406,8402011,-99,0,1,0,-99,840109,-99,840074,-99,0.5102380952,1
6,840,840,275,1,1,1,1,2,1,2,1,2,1,1,1,2,2,1,1,2,2,2,7,2,2,0,0,0,2,0,0,2,0,0,0,1,2,2,2,2,2,1,2,2,3,2,3,1,2,3,4,4,4,4,8,7,1,0,2,2,1,2,3,1,2,1,1,3,2,2,3,1,4,1,-99,4,3,3,2,3,1,2,2,2,1,1,1,1,3,2,2,1,2,-99,-99,10,10,1,10,1,3,9,1,2,1,3,2,2,1,1,3,3,4,1,3,4,4,4,3,3,3,3,3,3,2,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,4,4,3,3,3,1,5,10,7,7,10,1,9,9,10,4,2,1,62,2,1,1,1,1,2,1,10,1,3,4,2,6,9,2,2,4,3,2,2,2,3,3,3,4,1,4,4,4,4,4,5,1,1,5,1,1,4,1,1,3,3,1,4,4,3,3,-99,-99,-99,-99,-99,10,2,2,1,1,1,1,-99,1,7,1,1,-99,1,1,1,1,2,2,1,-99,1,4,4,1,5,5,2,1,1,3,1,1,840001,3,2,10,6,8,2,2,1,4,4,5,2,1959,52,2,2,1,1,128,9,21,2,-99,-99,840002,-99,840003,128,0.53,1,20110610,2011,8406,8402011,-99,2,2,0,-99,840111,-99,840059,-99,0.3027380952,1
6,840,840,276,1,3,3,2,1,4,3,3,2,2,1,2,1,1,1,2,1,2,2,3,2,0,0,2,0,0,0,0,0,0,0,0,1,2,2,2,2,2,1,2,2,1,1,3,1,4,3,3,3,3,3,3,1,1,0,1,1,3,2,3,1,3,2,3,2,3,2,5,2,5,5,-99,1,3,3,4,6,1,2,2,2,2,2,1,2,2,2,-99,2,-99,-99,-99,1,1,1,10,10,10,1,1,3,2,4,4,2,4,2,4,4,4,4,4,4,4,4,4,2,4,3,4,4,4,-99,-99,-99,-99,-99,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,4,4,4,4,1,1,1,10,10,1,10,1,1,10,10,1,4,2,0,7,8,3,2,2,1,1,1,4,1,4,1,1,1,1,10,2,1,0,1,1,1,1,3,1,3,1,1,1,1,1,1,1,5,5,5,2,1,4,4,1,1,1,1,2,1,1,10,10,1,1,1,10,1,1,1,1,1,10,-99,7,7,7,7,-99,1,1,7,4,3,3,2,-99,2,5,5,5,5,5,5,1,5,3,3,3,2,1,2,1,1,3,2,1,-99,4,5,3,2,1982,29,2,2,1,1,128,8,18,2,-99,-99,840002,-99,840008,128,1.22,1,20110610,2011,8406,8402011,-99,3,2,1,-99,840110,-99,840086,-99,0.5989285714,1
6,840,840,277,1,1,1,1,3,3,2,2,2,1,1,1,1,1,2,2,2,2,2,8,2,0,0,2,0,2,0,0,0,0,0,0,1,2,2,2,2,2,1,2,2,3,1,3,1,3,3,4,4,4,2,9,5,1,2,5,1,3,4,3,1,2,2,2,3,2,1,6,3,6,2,-99,2,6,5,1,4,1,1,2,2,-99,1,2,2,3,2,5,-99,-99,-99,-99,3,3,1,1,5,5,9,1,2,2,2,2,2,3,2,3,3,4,2,3,3,3,3,2,2,3,3,2,2,2,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,3,4,2,4,2,6,1,10,6,1,10,1,1,10,10,-99,3,1,0,7,8,3,2,2,1,1,3,4,4,2,1,5,8,2,4,2,2,2,8,3,3,3,4,4,2,3,4,4,2,4,5,5,5,5,5,4,2,4,3,3,2,1,4,4,4,4,7,8,1,1,5,5,1,1,1,1,1,10,-99,5,5,5,5,-99,1,1,1,3,2,2,2,-99,2,2,2,2,1,5,1,5,2,3,1,1,840002,4,1,10,10,8,1,2,1,2,3,5,2,1941,70,2,2,1,1,128,9,48,2,-99,-99,840002,-99,840003,128,0.48,1,20110610,2011,8406,8402011,-99,3,2,0,-99,840113,-99,840056,-99,0.4439285714,1
6,840,840,278,1,2,2,2,2,1,1,1,1,1,2,2,2,1,2,1,2,2,2,10,1,2,0,0,0,1,0,2,0,0,0,2,1,2,2,2,2,2,1,2,2,3,3,3,3,2,2,3,4,4,1,10,9,1,4,10,1,2,3,4,1,3,1,2,2,2,4,6,2,4,1,-99,4,4,3,3,4,4,2,2,2,2,1,2,2,3,1,1,-99,-99,-99,2,9,10,1,9,1,1,10,1,1,1,2,2,2,2,2,2,3,4,2,2,3,3,3,2,2,2,2,3,2,2,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,3,4,4,4,2,1,1,10,1,1,10,1,1,10,10,8,1,1,53,2,1,1,1,2,2,2,10,3,3,4,2,6,7,6,10,4,4,4,10,3,3,4,4,4,1,4,4,4,4,4,5,5,5,5,5,3,2,2,4,4,2,1,4,4,4,4,10,10,4,6,3,10,1,1,1,1,1,1,-99,3,5,1,1,-99,1,1,1,1,1,1,1,-99,4,5,5,5,5,1,1,1,1,3,1,1,-99,1,3,10,8,9,1,1,-99,1,2,7,1,1978,33,1,1,2,1,128,9,28,2,-99,-99,840002,-99,840008,128,0.48,1,20110610,2011,8406,8402011,-99,2,2,0,-99,840113,-99,840087,-99,0.2469047619,1
6,840,840,279,1,1,1,2,4,1,2,3,1,2,1,2,1,2,2,1,1,2,2,9,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,1,2,2,2,1,3,2,2,2,3,3,3,1,10,9,5,2,7,2,1,1,2,1,4,2,2,2,1,4,6,1,4,4,-99,-99,5,2,2,1,3,2,2,2,2,1,3,3,1,3,4,-99,-99,3,-99,7,9,6,1,6,7,5,1,2,1,2,2,1,2,1,3,3,3,2,3,3,4,4,2,2,3,3,2,2,2,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,2,2,1,3,1,1,5,7,10,1,10,1,6,1,10,10,3,2,62,4,1,1,1,1,2,1,10,1,3,3,1,3,5,8,5,2,1,2,2,2,3,4,3,3,2,4,4,4,4,4,1,1,5,5,5,4,4,1,1,2,2,1,4,4,4,4,9,10,3,9,2,10,1,1,1,1,1,10,-99,5,5,9,1,-99,1,1,3,1,3,3,1,-99,2,5,4,1,5,1,1,1,1,3,3,3,-99,4,-99,2,1,4,1,2,1,3,3,2,2,1941,70,2,2,1,1,128,7,18,2,-99,-99,840002,-99,840013,128,0.76,1,20110610,2011,8406,8402011,-99,1,2,0,-99,840109,-99,840093,-99,0.229047619,1
6,840,840,280,1,1,1,2,2,1,2,3,2,1,2,2,1,2,1,1,1,2,2,9,2,2,2,2,0,1,0,2,0,0,0,1,1,2,2,2,2,2,1,2,2,3,3,3,3,2,4,4,4,4,1,8,7,1,2,8,1,2,1,2,1,2,1,3,1,2,4,6,5,6,1,-99,3,5,5,5,2,1,2,2,2,2,1,2,2,2,2,3,-99,-99,-99,-99,5,8,4,4,2,3,5,1,2,1,2,2,2,2,2,3,3,3,2,-99,3,3,3,3,2,3,3,2,2,2,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,2,2,4,4,1,4,1,10,8,1,9,1,4,10,10,8,2,1,62,2,1,1,1,1,2,1,10,1,2,3,2,5,9,7,5,2,2,2,4,2,3,4,4,3,2,3,4,4,3,4,1,5,5,5,5,3,2,2,3,3,4,1,4,4,4,4,9,7,10,7,5,9,2,2,2,2,1,2,-99,5,5,5,1,-99,1,1,1,1,-99,1,1,-99,2,1,2,1,2,1,1,1,1,3,2,1,840002,2,3,8,6,3,2,2,1,1,2,6,2,1955,56,2,2,1,1,128,9,35,2,-99,-99,840003,-99,840007,128,0.47,1,20110610,2011,8406,8402011,-99,2,2,0,-99,840113,-99,840046,-99,0.4176814286,0.915
6,840,840,281,1,2,2,1,1,3,2,2,1,1,1,1,2,2,1,2,2,2,2,8,2,0,0,2,0,1,0,2,0,0,0,0,1,2,2,2,1,2,1,2,2,3,1,3,3,2,2,1,3,2,1,9,2,1,5,8,1,2,2,4,1,2,1,3,1,1,1,4,5,3,1,-99,2,2,2,2,1,4,-99,2,2,1,1,1,3,3,3,1,-99,-99,-99,-99,10,10,1,10,1,1,8,2,3,2,3,3,3,3,1,4,3,4,3,3,4,3,3,3,2,3,4,4,3,2,-99,-99,-99,-99,-99,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,3,3,1,4,1,1,1,-99,6,1,9,1,1,10,10,2,2,1,0,7,8,2,2,2,2,2,1,4,4,4,1,5,7,2,7,4,2,4,4,3,3,3,4,3,1,4,4,4,2,4,5,5,1,5,5,3,4,3,2,4,3,1,4,4,4,4,7,5,3,8,1,10,-99,1,1,-99,1,1,-99,10,10,10,5,-99,1,1,8,1,2,1,-99,-99,1,4,4,1,1,1,1,1,1,3,1,1,840001,1,2,10,8,9,1,1,-99,1,3,6,1,1954,57,2,2,1,1,128,8,58,2,-99,-99,840002,-99,840006,128,1.39,1,20110610,2011,8406,8402011,-99,3,3,2,-99,840110,-99,840031,-99,0.3322619048,0.915
6,840,840,282,1,3,1,4,2,4,1,1,1,1,2,1,1,2,1,2,2,2,2,10,2,0,2,1,0,0,0,2,0,2,0,0,1,2,2,2,2,2,2,2,2,3,3,3,2,2,4,4,4,4,1,10,5,1,2,8,3,1,1,4,1,4,1,3,1,2,2,3,2,5,5,-99,3,4,4,2,4,4,1,2,2,4,1,2,3,3,3,3,-99,-99,-99,-99,5,10,4,10,1,1,8,1,2,2,3,2,2,4,1,3,3,4,2,2,2,4,3,1,1,2,2,3,2,4,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,3,2,2,3,2,3,2,10,1,6,10,1,6,10,8,4,2,1,0,7,3,2,2,2,2,2,1,4,4,2,1,8,8,8,8,2,2,3,8,2,2,4,3,3,1,4,4,4,4,4,5,5,5,5,5,3,3,3,4,3,3,1,4,4,4,4,7,8,1,1,1,10,1,3,1,1,2,10,-99,10,10,10,4,-99,1,1,3,1,3,1,1,-99,-99,3,4,2,4,2,4,3,2,3,1,1,-99,1,1,9,8,8,2,1,-99,1,2,6,1,1974,37,2,2,1,1,128,8,22,2,-99,-99,840002,-99,840007,128,1.79,1,20110610,2011,8406,8402011,-99,2,2,2,-99,840110,-99,840045,-99,0.4455952381,1
6,840,840,283,1,1,2,2,2,2,2,1,1,1,2,2,1,2,2,2,1,2,1,7,2,1,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,3,1,3,1,2,3,3,3,3,2,7,4,6,0,8,1,3,3,1,1,4,2,3,1,1,4,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,2,2,2,3,2,3,3,3,2,-99,-99,-99,-99,-99,6,6,7,-99,-99,-99,-99,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,2,2,3,2,2,6,5,6,5,7,-99,-99,-99,-99,6,7,2,2,64,4,4,2,-99,2,1,1,6,2,2,3,3,4,5,6,6,2,2,3,6,2,3,2,2,-99,1,4,4,4,4,4,1,5,5,5,5,3,3,2,2,4,4,1,4,4,4,4,7,-99,-99,-99,-99,7,7,1,1,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,2,2,2,-99,3,5,4,2,2,-99,-99,-99,-99,3,2,1,-99,1,2,7,5,7,2,2,1,1,2,8,1,1992,19,2,2,1,1,128,7,18,1,-99,-99,840002,-99,840001,128,0.81,1,20110610,2011,8406,8402011,-99,1,1,1,-99,840109,-99,840014,-99,0.284047619,1
6,840,840,284,1,1,2,4,2,3,2,2,2,1,1,2,1,2,1,2,2,1,2,8,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,1,2,1,1,1,3,3,2,3,1,4,3,1,8,5,6,0,6,1,2,3,1,1,4,2,1,2,1,5,5,2,3,3,-99,5,2,2,4,3,5,2,2,2,4,3,3,3,3,3,-99,-99,-99,-99,-99,5,8,5,8,3,3,5,1,2,1,2,2,2,3,1,3,3,2,2,2,2,3,2,3,3,3,2,2,2,2,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,2,4,3,2,2,7,1,9,7,3,6,5,2,5,10,8,3,3,64,5,7,1,1,2,2,2,7,3,3,2,2,5,8,5,6,3,2,3,6,2,3,4,3,3,1,3,3,3,3,3,5,5,5,5,5,1,3,3,3,3,4,1,4,4,4,4,10,4,3,5,9,10,3,5,2,2,2,4,-99,10,9,-99,4,-99,3,3,2,2,2,3,2,-99,4,5,2,5,1,1,1,1,1,3,1,1,840002,1,2,7,3,8,2,1,-99,2,3,4,2,1973,38,2,2,1,1,128,9,22,2,-99,-99,840002,-99,840013,128,0.54,1,20110610,2011,8406,8402011,-99,0,1,0,-99,840112,-99,840093,-99,0.4351190476,1
6,840,840,285,1,3,3,4,2,1,2,1,2,2,1,1,2,2,1,1,2,1,2,9,2,1,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,2,2,2,1,3,1,2,1,2,1,3,4,3,1,8,6,2,2,1,3,1,2,4,3,1,2,1,3,3,1,6,4,5,5,-99,2,5,4,4,1,1,2,2,2,3,1,1,2,2,2,2,1,-99,-99,-99,7,5,1,10,5,6,1,2,4,2,3,2,2,1,-99,4,4,1,3,3,4,4,4,3,2,4,4,2,2,1,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,2,2,2,4,4,6,6,6,6,6,6,6,6,-99,1,10,4,1,64,6,3,1,1,2,2,2,10,1,3,1,1,1,10,8,1,0,2,4,9,3,3,3,4,4,3,3,3,1,4,3,1,1,5,1,5,4,3,3,2,4,1,2,3,3,2,4,1,1,10,10,10,1,1,10,1,1,1,1,-99,1,6,10,1,-99,1,1,1,3,2,4,1,-99,1,5,4,1,1,5,4,1,1,3,1,1,5,5,-99,9,7,9,1,2,1,2,3,3,2,1975,36,2,2,1,1,128,8,36,2,-99,-99,840002,-99,840002,128,0.68,1,20110610,2011,8406,8402011,-99,4,3,-99,-99,840110,-99,840022,-99,0.5545488095,0.915
6,840,840,286,1,2,2,2,1,2,2,2,1,1,1,2,2,1,1,2,2,2,2,9,1,0,2,2,0,0,0,2,0,2,0,0,1,2,2,2,2,2,1,2,2,3,1,3,1,2,3,4,4,4,2,8,8,1,3,6,1,2,3,2,1,3,2,3,2,1,4,6,2,4,2,-99,3,3,3,3,3,1,2,1,2,3,2,2,2,2,2,-99,-99,-99,-99,-99,6,1,-99,5,1,1,10,1,2,1,2,2,2,2,2,3,3,3,2,2,3,3,3,3,2,2,3,3,2,2,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,3,3,3,3,2,5,5,5,5,5,5,5,5,5,5,5,3,2,0,7,1,1,1,1,2,2,8,3,3,3,2,5,5,5,8,3,2,3,1,3,3,3,3,3,2,4,4,4,4,4,1,1,5,5,5,3,2,3,3,3,3,1,3,3,2,3,7,7,5,7,5,5,5,5,5,5,5,5,-99,5,5,5,5,-99,5,5,5,2,3,2,2,-99,2,2,2,2,4,1,1,1,1,3,1,1,-99,1,1,5,5,5,1,2,-99,2,2,-99,2,1980,31,2,2,1,1,128,9,31,2,-99,-99,840002,-99,840003,128,0.77,1,20110610,2011,8406,8402011,-99,2,2,2,-99,840111,-99,840054,-99,0.5139285714,1
6,840,840,287,1,2,2,4,2,4,2,2,1,1,1,2,2,2,2,2,1,1,2,8,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,1,2,1,3,1,3,1,2,2,3,3,2,3,9,3,1,2,8,1,2,2,3,1,4,2,1,1,1,5,6,3,5,4,-99,4,6,4,4,4,5,2,2,2,4,1,2,3,3,1,1,-99,-99,-99,1,7,8,2,9,2,2,8,1,2,2,3,3,4,3,1,4,3,4,2,2,3,3,4,3,2,3,2,3,2,3,-99,-99,-99,-99,-99,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,3,2,1,3,1,1,5,10,7,1,8,1,6,10,9,4,2,3,53,7,8,2,1,2,2,2,2,4,3,4,4,1,8,5,7,3,1,2,8,3,2,3,4,4,2,4,3,4,2,4,1,5,5,5,5,4,4,3,3,2,3,1,4,4,4,4,9,8,7,5,1,8,1,1,1,1,4,5,-99,5,5,10,1,-99,1,1,5,2,2,2,2,-99,3,5,5,1,1,5,1,1,1,3,3,3,840001,1,2,4,3,10,1,2,1,1,2,6,1,1954,57,2,2,1,1,128,7,18,2,-99,-99,840002,-99,840002,128,0.69,1,20110610,2011,8406,8402011,-99,1,2,0,-99,840109,-99,840021,-99,0.3480952381,1
6,840,840,288,1,1,3,4,3,1,2,4,1,2,1,2,1,2,2,2,1,1,2,8,2,2,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,1,2,3,3,3,1,2,4,4,4,4,4,10,1,3,0,1,1,3,3,4,4,1,2,3,1,1,4,6,1,6,1,-99,1,6,1,1,1,1,2,2,2,4,3,3,3,3,3,-99,-99,-99,-99,-99,10,5,1,10,10,1,10,1,2,2,3,2,-99,3,4,4,4,4,3,3,3,4,4,4,3,3,3,3,3,3,-99,-99,-99,-99,-99,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,4,4,4,4,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,1,53,1,1,1,1,-99,-99,-99,10,1,1,4,4,1,10,1,1,0,0,0,1,1,4,4,4,4,3,1,2,4,4,1,1,1,5,1,1,4,4,4,4,4,4,2,2,4,1,3,1,1,10,1,1,10,1,1,1,1,1,1,-99,1,10,1,1,-99,1,1,1,1,1,1,1,-99,1,1,3,1,5,5,1,1,-99,3,3,3,2,4,-99,10,10,10,1,1,-99,2,5,1,2,1949,62,2,2,1,1,128,8,32,2,-99,-99,840003,-99,840004,128,0.35,1,20110610,2011,8406,8402011,-99,2,2,0,-99,840110,-99,840063,-99,0.3041666667,1
6,840,840,289,1,1,2,3,3,3,3,3,2,1,1,2,1,1,1,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,1,2,2,2,1,1,1,3,3,4,3,3,2,7,4,3,4,4,1,2,3,1,1,2,2,2,2,3,3,6,1,5,3,-99,4,5,5,4,5,1,1,2,2,3,1,2,2,3,2,1,-99,-99,-99,-99,3,4,5,3,5,5,6,1,2,2,3,1,2,-99,2,3,3,2,2,3,4,4,4,3,3,3,3,3,2,3,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,2,1,1,4,2,10,1,10,7,5,5,3,1,10,10,6,3,1,0,7,8,1,1,2,2,1,3,3,3,4,1,5,9,1,5,3,2,2,4,2,3,3,3,3,1,4,3,4,4,4,1,5,5,5,5,4,4,3,2,2,2,2,4,4,2,4,7,5,4,7,6,6,1,1,1,2,1,4,-99,2,10,5,1,-99,1,1,1,2,2,3,2,-99,1,5,4,1,5,1,1,1,2,3,3,3,2,4,2,6,5,4,2,1,-99,2,4,2,2,1941,70,2,2,1,1,128,6,17,2,-99,-99,840002,-99,840006,128,0.52,1,20110610,2011,8406,8402011,-99,1,1,1,-99,840106,-99,840035,-99,0.4580952381,1
6,840,840,290,1,2,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,8,2,1,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,2,2,2,2,3,2,3,3,1,3,3,3,3,2,9,6,2,0,5,2,1,3,2,1,4,1,2,1,2,1,4,3,2,3,-99,2,2,5,2,3,5,1,2,2,3,2,3,2,3,3,-99,-99,-99,-99,-99,5,5,3,5,2,3,6,1,2,1,2,2,2,2,2,2,2,3,2,3,3,3,3,2,2,3,3,2,3,3,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,3,2,2,3,1,5,1,9,7,5,9,1,8,10,10,9,2,2,64,7,3,1,1,1,2,2,10,3,4,4,3,4,10,3,8,3,2,4,4,2,3,3,3,3,2,3,3,3,3,3,5,5,5,5,5,2,3,3,2,3,3,1,3,3,3,3,6,8,5,3,3,8,3,4,1,1,1,10,-99,4,10,10,1,-99,1,1,3,1,2,2,2,-99,2,2,4,1,2,2,2,2,2,3,3,3,2,1,2,9,9,8,1,2,1,3,2,6,1,1983,28,2,2,1,1,128,9,22,2,-99,-99,840002,-99,840002,128,1.09,1,20110610,2011,8406,8402011,-99,1,2,1,-99,840111,-99,840021,-99,0.3614285714,1
6,840,840,291,1,2,2,2,3,1,1,1,2,2,1,2,2,2,1,1,2,1,2,9,1,2,0,0,0,1,0,0,0,0,0,0,1,2,2,2,2,2,1,2,2,3,3,2,2,2,3,2,3,3,1,10,10,1,3,8,1,2,4,1,1,4,1,3,1,1,3,6,4,6,2,-99,3,5,4,3,3,4,2,2,2,2,1,2,2,3,2,3,-99,-99,-99,-99,7,4,1,10,2,1,9,1,1,1,2,2,2,2,2,3,3,4,1,1,3,3,3,2,2,2,2,3,3,2,-99,-99,-99,-99,-99,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,4,4,4,4,1,6,1,10,8,1,10,1,5,10,8,4,2,2,62,2,1,1,1,1,1,2,10,3,3,4,2,5,7,3,4,3,3,4,4,3,3,4,4,3,1,4,4,4,4,4,1,5,5,5,5,4,4,3,3,4,3,1,4,4,4,4,10,10,10,7,1,10,1,2,2,1,1,1,-99,-99,4,1,2,-99,1,1,5,1,3,1,1,-99,4,1,2,1,2,5,1,1,1,3,1,1,840001,4,1,8,8,7,2,1,-99,1,3,7,1,1934,77,2,2,1,1,128,9,26,2,-99,-99,840002,-99,840004,128,0.69,1,20110610,2011,8406,8402011,-99,1,2,-99,-99,840112,-99,840061,-99,0.2335714286,1
